Employee ID,Departments ,Promoted,Review,Projects,Salary,Tenure,Satisfaction,avg_hrs_month,left
30026022,RandD,0,0.81,3,low,4,0.86,232,0
30026023,marketing,0,0.71,4,low,3,0.51,208,0
30026024,sales,0,0.99,4,low,3,0.49,258,0
30026025,accounting,0,0.63,3,low,2,0.49,175,0
30026026,support,0,0.59,3,high,3,0.51,238,0
30026027,technical,0,0.52,3,low,3,0.64,166,0
30026028,management,0,0.85,4,high,2,0.62,225,0
30026029,marketing,0,0.52,4,high,6,0.81,221,0
30026030,marketing,0,0.57,2,low,3,0.95,263,0
30026031,marketing,0,0.66,4,low,4,0.88,218,0
30026032,sales,0,0.68,5,high,4,0.87,236,0
30026033,sales,0,0.68,5,low,2,0.73,133,0
30026034,sales,0,0.73,2,medium,3,0.98,237,0
30026035,sales,0,0.48,3,high,6,0.77,204,0
30026036,sales,0,0.99,3,medium,3,0.76,166,0
30026037,sales,0,0.93,4,medium,2,0.21,189,0
30026038,sales,0,0.63,4,medium,3,0.72,251,0
30026039,sales,0,0.56,2,medium,2,0.41,121,0
30026040,sales,0,0.56,3,high,2,0.9,149,0
30026041,sales,0,0.9,5,medium,2,0.96,198,0
30026042,sales,0,0.48,4,medium,3,0.61,163,0
30026043,sales,0,0.8,4,medium,2,0.6,222,0
30026044,sales,0,0.76,2,high,4,0.5,107,0
30026045,sales,0,0.61,4,medium,2,0.79,162,0
30026046,sales,0,0.69,6,high,3,0.32,192,0
30026047,sales,0,0.59,5,low,3,0.85,236,0
30026048,sales,0,0.62,5,medium,2,0.9,225,0
30026049,sales,0,0.54,4,medium,2,0.74,167,0
30026050,sales,0,0.76,6,medium,4,0.21,219,0
30026051,accounting,0,0.61,3,medium,3,0.91,255,0
30026052,accounting,0,0.66,5,low,2,0.9,137,0
30026053,accounting,0,0.99,4,low,3,0.74,193,0
30026054,hr,0,0.75,3,low,2,0.76,239,0
30026055,hr,0,0.61,5,low,5,0.45,179,0
30026056,hr,0,0.63,3,low,2,0.73,205,0
30026057,hr,0,0.73,3,low,5,0.6,140,0
30026058,technical,0,0.77,5,low,2,0.8,256,0
30026059,technical,0,0.7,4,low,3,0.53,243,0
30026060,technical,0,0.63,5,low,3,0.97,163,0
30026061,technical,0,0.99,3,low,2,0.64,167,0
30026062,technical,0,0.59,4,high,5,0.92,190,0
30026063,technical,0,0.57,5,low,3,0.6,145,0
30026064,technical,0,0.6,4,low,4,1,265,0
30026065,technical,0,0.63,4,low,2,0.69,272,0
30026066,technical,0,0.45,5,low,5,0.53,140,0
30026067,technical,0,0.58,4,high,2,0.63,236,0
30026068,technical,0,0.89,4,low,3,0.57,255,0
30026069,support,0,0.45,5,low,6,0.79,131,0
30026070,support,0,0.92,4,low,6,0.68,209,0
30026071,support,0,0.61,3,high,2,0.56,250,0
30026072,support,0,0.51,3,low,2,0.48,201,0
30026073,support,0,0.67,4,medium,2,0.59,271,0
30026074,support,0,0.76,6,high,5,0.34,237,0
30026075,support,0,0.87,3,medium,4,0.98,239,0
30026076,support,0,0.45,2,high,3,0.36,135,0
30026077,support,0,0.58,2,medium,2,0.6,182,0
30026078,support,0,0.54,6,medium,4,0.24,193,0
30026079,support,0,0.72,4,medium,3,0.67,192,0
30026080,technical,0,0.6,5,medium,6,0.17,144,0
30026081,technical,0,0.58,3,medium,3,0.57,251,0
30026082,technical,0,0.85,3,medium,2,0.7,161,0
30026083,management,0,0.62,3,medium,3,0.73,171,0
30026084,IT,0,0.86,4,medium,5,0.61,153,0
30026085,IT,0,0.96,4,high,2,0.95,161,0
30026086,IT,0,0.55,3,low,4,0.85,226,0
30026087,IT,0,0.9,3,medium,3,0.72,193,0
30026088,IT,0,0.66,4,medium,3,0.84,204,0
30026089,product_mng,0,0.47,2,medium,2,0.57,158,0
30026090,product_mng,0,0.69,3,medium,4,0.69,236,0
30026091,product_mng,0,0.68,4,medium,3,0.57,191,0
30026092,product_mng,0,0.59,6,medium,4,0.52,104,0
30026093,IT,0,0.55,3,medium,2,0.56,245,0
30026094,RandD,0,0.74,3,medium,3,0.75,186,0
30026095,RandD,0,0.75,5,medium,4,0.98,168,0
30026096,RandD,0,0.55,4,high,3,0.48,262,0
30026097,RandD,0,0.67,2,low,3,0.35,116,0
30026098,RandD,0,0.93,4,low,2,0.66,187,0
30026099,marketing,0,0.9,5,low,3,0.79,184,0
30026100,marketing,0,0.53,4,high,3,0.86,155,0
30026101,sales,0,1,5,low,2,0.88,190,0
30026102,accounting,0,0.64,3,low,3,0.83,242,0
30026103,support,0,0.64,5,low,2,0.8,204,0
30026104,technical,0,0.69,4,high,3,0.64,232,0
30026105,management,0,0.59,4,low,2,0.72,245,0
30026106,marketing,0,0.61,3,low,2,0.67,251,0
30026107,marketing,0,0.7,4,low,2,0.75,179,0
30026108,marketing,0,0.95,4,low,2,0.65,153,0
30026109,sales,0,0.98,5,low,6,0.98,210,0
30026110,sales,0,0.8,2,low,2,0.68,257,0
30026111,sales,0,0.37,3,low,4,0.52,137,0
30026112,sales,0,0.93,4,medium,2,0.68,179,0
30026113,sales,0,0.74,4,medium,3,0.92,213,0
30026114,sales,0,0.79,3,medium,6,0.86,106,0
30026115,sales,0,0.99,4,medium,2,0.5,272,0
30026116,sales,0,0.37,4,medium,2,0.35,153,0
30026117,sales,0,0.97,5,medium,3,0.76,172,0
30026118,sales,0,0.95,4,medium,2,0.66,224,0
30026119,sales,0,0.71,3,medium,3,0.58,230,0
30026120,sales,0,0.97,4,medium,4,0.55,222,0
30026121,sales,0,0.53,3,medium,3,0.9,270,0
30026122,sales,0,0.71,4,medium,3,0.75,205,0
30026123,sales,0,0.63,4,medium,3,0.9,134,0
30026124,sales,0,0.54,5,high,4,0.14,275,0
30026125,sales,0,0.57,4,low,3,0.86,183,0
30026126,sales,0,0.84,4,medium,4,0.56,143,0
30026127,sales,0,0.63,5,medium,2,0.54,259,0
30026128,accounting,0,0.8,5,medium,4,0.36,186,0
30026129,accounting,0,0.59,3,medium,3,0.82,155,0
30026130,accounting,0,0.42,2,low,3,0.49,266,0
30026131,hr,0,0.97,3,low,2,0.77,215,0
30026132,hr,0,0.83,4,low,3,0.64,179,0
30026133,hr,0,0.53,3,low,3,0.93,217,0
30026134,hr,0,0.94,5,low,3,0.96,235,0
30026135,technical,0,0.97,3,low,2,0.6,164,0
30026136,technical,0,0.55,3,low,5,0.58,178,0
30026137,technical,0,0.49,5,low,3,0.52,170,0
30026138,technical,0,0.79,5,low,3,0.74,241,0
30026139,technical,0,0.99,4,low,2,0.64,222,0
30026140,technical,0,0.59,3,low,3,0.93,233,0
30026141,technical,0,0.49,5,low,3,0.76,243,0
30026142,technical,0,0.54,4,low,2,0.5,175,0
30026143,technical,0,0.55,4,low,3,0.79,266,0
30026144,technical,0,0.95,5,low,2,0.97,201,0
30026145,technical,0,0.49,5,low,4,0.6,259,0
30026146,support,0,0.73,5,low,5,0.84,105,0
30026147,support,0,0.99,5,low,3,0.75,189,0
30026148,support,0,0.91,4,low,2,0.24,232,0
30026149,support,0,0.91,5,low,6,0.24,258,0
30026150,support,0,0.58,5,low,3,0.51,173,0
30026151,support,0,0.88,4,medium,3,0.5,147,0
30026152,support,0,0.36,3,medium,6,0.66,256,0
30026153,support,0,0.77,3,medium,4,0.97,206,0
30026154,support,0,0.5,4,medium,3,0.61,175,0
30026155,support,0,0.49,4,medium,2,0.77,274,0
30026156,support,0,0.64,3,medium,3,0.74,229,0
30026157,technical,0,0.98,4,medium,3,0.92,161,0
30026158,technical,0,0.99,2,medium,2,0.78,188,0
30026159,technical,0,0.57,3,medium,3,0.56,205,0
30026160,management,0,0.63,3,medium,3,0.82,246,0
30026161,IT,0,0.98,5,medium,5,0.26,161,0
30026162,IT,0,0.85,5,medium,3,0.69,246,0
30026163,IT,0,0.83,4,high,3,0.78,158,0
30026164,IT,0,0.86,3,low,3,0.67,175,0
30026165,IT,0,0.91,5,medium,3,0.77,268,0
30026166,product_mng,0,0.63,4,medium,2,0.8,211,0
30026167,product_mng,0,0.51,3,medium,2,0.51,274,0
30026168,product_mng,0,0.52,4,medium,3,0.77,241,0
30026169,product_mng,0,0.71,3,low,2,0.65,170,0
30026170,IT,0,0.53,3,low,5,0.58,287,0
30026171,RandD,0,0.39,2,low,6,0.67,235,0
30026172,RandD,0,0.39,3,low,3,0.33,98,0
30026173,RandD,0,0.66,6,low,5,0.78,105,0
30026174,RandD,0,0.83,3,low,3,0.58,226,0
30026175,RandD,0,0.59,4,low,4,0.63,171,0
30026176,RandD,0,0.51,4,low,4,0.63,153,0
30026177,marketing,0,0.55,3,low,4,0.59,183,0
30026178,sales,0,0.9,5,low,3,0.6,139,0
30026179,accounting,0,0.9,5,low,3,0.93,210,0
30026180,support,0,0.77,2,low,4,0.78,177,0
30026181,technical,0,0.6,3,low,2,0.65,148,0
30026182,management,0,0.61,4,low,2,1,198,0
30026183,marketing,0,1,3,low,4,0.96,137,0
30026184,marketing,0,0.97,5,low,3,0.54,233,0
30026185,marketing,0,0.69,2,low,4,0.98,204,0
30026186,sales,0,0.59,2,low,2,0.34,164,0
30026187,sales,0,0.53,5,low,2,0.71,162,0
30026188,sales,0,0.64,3,low,2,0.64,180,0
30026189,sales,0,0.93,2,low,2,0.71,199,0
30026190,sales,0,0.63,4,medium,2,0.58,190,0
30026191,sales,0,0.96,4,medium,3,0.87,151,0
30026192,sales,0,0.85,4,medium,3,0.58,162,0
30026193,sales,0,0.67,3,medium,2,0.87,139,0
30026194,sales,0,0.86,3,medium,3,0.72,231,0
30026195,sales,0,0.83,5,medium,2,0.67,269,0
30026196,sales,0,0.97,4,medium,3,0.53,249,0
30026197,sales,0,0.61,3,medium,2,0.78,148,0
30026198,sales,0,0.63,4,medium,5,0.19,233,0
30026199,sales,0,0.88,4,medium,4,1,240,0
30026200,sales,0,0.75,5,medium,2,0.75,229,0
30026201,sales,0,0.66,3,medium,2,0.29,256,0
30026202,sales,0,0.7,2,high,2,0.37,188,0
30026203,sales,0,0.5,3,low,2,0.78,167,0
30026204,sales,0,0.64,5,medium,4,0.24,190,0
30026205,accounting,0,0.7,4,medium,3,0.49,168,0
30026206,accounting,0,0.64,6,medium,5,0.18,154,0
30026207,accounting,0,0.85,4,medium,3,0.76,135,0
30026208,hr,0,0.97,4,low,3,0.5,217,0
30026209,hr,0,0.94,3,low,2,0.82,253,0
30026210,hr,0,0.94,3,low,3,0.97,180,0
30026211,hr,0,0.9,4,low,2,0.72,225,0
30026212,technical,0,0.64,4,low,3,0.98,134,0
30026213,technical,0,0.73,3,low,2,0.76,192,0
30026214,technical,0,0.88,3,low,3,0.72,224,0
30026215,technical,0,0.91,3,low,5,0.96,260,0
30026216,technical,0,0.78,3,low,3,0.62,178,0
30026217,technical,0,0.98,4,low,5,0.25,166,0
30026218,technical,0,0.56,5,low,3,0.82,180,0
30026219,technical,0,0.9,3,low,2,0.59,189,0
30026220,technical,0,0.73,3,low,3,0.94,154,0
30026221,technical,0,0.88,3,low,3,0.72,236,0
30026222,technical,0,0.78,5,low,3,0.53,198,0
30026223,support,0,0.83,3,low,3,0.67,148,0
30026224,support,0,0.52,4,low,2,0.99,205,0
30026225,support,0,0.53,4,low,3,0.64,133,0
30026226,support,0,0.57,4,low,3,0.61,160,0
30026227,support,0,0.85,4,low,2,0.89,201,0
30026228,support,0,0.7,5,low,4,0.61,157,0
30026229,support,0,0.74,3,medium,2,0.9,260,0
30026230,support,0,0.51,5,medium,3,0.96,152,0
30026231,support,0,0.55,4,medium,3,0.62,218,0
30026232,support,0,0.57,3,medium,2,0.89,252,0
30026233,support,0,0.67,4,medium,3,0.52,216,0
30026234,technical,0,0.99,3,medium,2,0.66,183,0
30026235,technical,0,0.6,5,medium,2,0.96,269,0
30026236,technical,0,0.89,5,medium,4,0.95,132,0
30026237,management,0,0.98,4,medium,4,0.75,170,0
30026238,IT,0,0.87,5,medium,5,0.39,257,0
30026239,IT,0,0.69,3,medium,2,0.93,138,0
30026240,IT,0,0.54,3,medium,3,0.44,115,0
30026241,IT,0,0.67,3,high,2,0.9,165,0
30026242,IT,0,0.81,3,low,3,0.75,214,0
30026243,product_mng,0,0.75,2,medium,2,0.45,246,0
30026244,product_mng,0,0.6,2,medium,3,0.42,188,0
30026245,product_mng,0,0.82,3,medium,2,0.99,255,0
30026246,product_mng,0,0.91,4,medium,2,0.89,190,0
30026247,IT,0,0.9,4,low,4,0.96,164,0
30026248,RandD,0,0.46,3,low,3,0.5,165,0
30026249,RandD,0,0.59,3,low,3,0.59,141,0
30026250,RandD,0,0.69,3,low,2,0.57,154,0
30026251,RandD,0,0.87,3,low,2,1,165,0
30026252,RandD,0,0.59,5,low,2,0.6,266,0
30026253,RandD,0,0.85,6,low,6,0.21,235,0
30026254,marketing,0,0.83,4,low,2,0.63,159,0
30026255,sales,0,0.82,3,low,3,0.8,218,0
30026256,accounting,0,0.96,3,low,4,0.51,149,0
30026257,support,0,0.96,5,low,3,0.89,239,0
30026258,technical,0,0.58,4,low,3,0.83,225,0
30026259,management,0,0.74,6,low,3,0.77,247,0
30026260,marketing,0,0.99,4,low,2,0.79,183,0
30026261,marketing,0,0.85,5,low,2,0.63,214,0
30026262,marketing,0,0.48,5,low,2,0.68,113,0
30026263,sales,0,0.69,4,low,2,0.74,244,0
30026264,sales,0,0.67,6,low,4,0.49,286,0
30026265,sales,0,0.55,3,medium,2,0.46,139,0
30026266,sales,0,0.91,5,medium,3,0.9,176,0
30026267,sales,0,0.67,5,medium,3,0.7,136,0
30026268,sales,0,0.71,4,medium,2,0.84,222,0
30026269,sales,0,0.77,4,medium,4,0.89,269,0
30026270,sales,0,0.87,4,medium,2,0.59,183,0
30026271,sales,0,0.72,3,medium,3,0.57,206,0
30026272,sales,0,0.49,3,medium,3,0.53,158,0
30026273,sales,0,0.89,4,medium,3,0.83,136,0
30026274,sales,0,0.66,4,medium,2,0.51,182,0
30026275,sales,0,0.61,4,medium,3,0.78,268,0
30026276,sales,0,0.69,3,medium,3,0.52,144,0
30026277,sales,0,0.5,5,high,4,0.42,286,0
30026278,sales,0,0.38,2,low,3,0.61,268,0
30026279,sales,0,1,3,medium,3,0.85,255,0
30026280,sales,0,0.85,6,medium,5,0.17,245,0
30026281,sales,0,0.52,3,medium,2,0.79,134,0
30026282,accounting,0,0.98,3,medium,3,0.56,251,0
30026283,accounting,0,0.73,5,low,2,0.5,165,0
30026284,accounting,0,0.53,3,low,2,0.51,223,0
30026285,hr,0,0.67,4,low,4,0.77,225,0
30026286,hr,0,0.9,3,low,3,0.84,196,0
30026287,hr,0,0.49,3,low,3,0.21,253,0
30026288,hr,0,0.57,5,low,3,0.65,222,0
30026289,technical,0,0.87,4,low,3,0.95,135,0
30026290,technical,0,0.75,4,low,2,0.8,217,0
30026291,technical,0,0.85,5,low,2,0.77,192,0
30026292,technical,0,0.7,3,low,3,0.57,172,0
30026293,technical,0,0.55,4,low,3,0.92,183,0
30026294,technical,0,0.71,5,low,2,1,186,0
30026295,technical,0,0.67,4,low,3,0.85,163,0
30026296,technical,0,0.8,4,low,3,0.57,262,0
30026297,technical,0,0.68,3,low,3,0.66,202,0
30026298,technical,0,0.8,4,low,3,0.85,248,0
30026299,technical,0,0.5,5,low,2,0.99,214,0
30026300,support,0,0.82,4,low,4,0.91,260,0
30026301,support,0,0.97,4,low,3,0.96,260,0
30026302,support,0,0.52,4,low,2,0.49,251,0
30026303,support,0,0.85,5,low,5,0.39,179,0
30026304,support,0,0.74,4,medium,2,0.87,178,0
30026305,support,0,0.85,6,medium,4,0.19,210,0
30026306,support,0,0.83,3,medium,4,0.9,273,0
30026307,support,0,0.5,5,medium,2,0.5,166,0
30026308,support,0,0.9,5,medium,2,0.7,246,0
30026309,support,0,0.55,5,medium,3,0.52,192,0
30026310,support,0,0.69,3,medium,3,0.71,274,0
30026311,technical,0,0.41,3,medium,3,0.4,232,0
30026312,technical,0,0.53,3,medium,4,0.96,158,0
30026313,technical,0,0.92,5,medium,3,0.86,137,0
30026314,management,0,0.85,3,medium,2,0.68,209,0
30026315,IT,0,0.64,3,medium,2,0.56,206,0
30026316,IT,0,0.56,3,high,2,0.65,230,0
30026317,IT,0,0.61,5,low,3,0.98,239,0
30026318,IT,0,0.51,5,medium,6,0.18,159,0
30026319,IT,0,0.65,4,medium,2,0.66,244,0
30026320,product_mng,0,0.51,5,medium,5,0.14,259,0
30026321,product_mng,0,0.8,5,medium,3,0.94,245,0
30026322,product_mng,0,1,3,low,2,0.56,141,0
30026323,product_mng,0,0.8,5,low,4,0.56,202,0
30026324,IT,0,0.89,5,low,3,0.59,143,0
30026325,RandD,0,0.62,4,low,5,0.63,286,0
30026326,RandD,0,0.88,5,low,3,0.97,173,0
30026327,RandD,0,0.7,5,low,3,0.76,195,0
30026328,RandD,0,0.58,4,low,4,0.85,167,0
30026329,RandD,0,0.73,5,low,4,0.23,197,0
30026330,RandD,0,0.62,3,low,5,0.68,255,0
30026331,marketing,0,0.73,3,low,3,0.71,274,0
30026332,sales,0,0.59,3,low,2,0.5,192,0
30026333,accounting,0,0.7,3,low,3,0.61,225,0
30026334,support,0,0.65,3,low,2,0.99,209,0
30026335,technical,0,0.86,5,low,3,0.97,222,0
30026336,management,0,0.71,5,low,2,0.82,208,0
30026337,marketing,0,0.68,5,low,5,0.72,162,0
30026338,marketing,0,0.74,3,low,2,0.53,135,0
30026339,marketing,0,0.87,4,low,3,0.55,200,0
30026340,sales,0,0.53,4,low,4,0.52,159,0
30026341,sales,0,0.81,5,low,2,0.8,156,0
30026342,sales,0,0.95,4,low,3,0.51,169,0
30026343,sales,0,0.65,4,medium,3,0.66,154,0
30026344,sales,0,0.43,2,medium,3,0.56,169,0
30026345,sales,0,0.84,3,medium,3,0.5,233,0
30026346,sales,0,0.78,3,medium,2,0.94,218,0
30026347,sales,0,0.8,4,medium,6,0.42,279,0
30026348,sales,0,0.61,3,medium,3,0.6,195,0
30026349,sales,0,0.71,4,medium,3,0.55,223,0
30026350,sales,0,0.72,3,medium,4,0.76,275,0
30026351,sales,0,0.74,3,medium,3,0.84,234,0
30026352,sales,0,0.62,4,medium,6,0.33,113,0
30026353,sales,0,0.95,3,medium,5,0.61,133,0
30026354,sales,0,0.93,5,medium,4,0.91,158,0
30026355,sales,0,0.74,4,high,3,0.73,214,0
30026356,sales,0,0.67,4,low,4,0.87,272,0
30026357,sales,0,0.42,2,medium,4,0.38,127,0
30026358,sales,0,0.51,4,medium,3,0.8,141,0
30026359,accounting,0,0.8,5,medium,3,0.69,263,0
30026360,accounting,0,0.92,5,medium,5,0.99,174,0
30026361,accounting,0,0.76,5,low,2,0.92,246,0
30026362,hr,0,0.88,3,low,2,0.6,201,0
30026363,hr,0,0.93,3,low,3,0.89,181,0
30026364,hr,0,0.93,3,low,2,0.91,238,0
30026365,hr,0,0.52,3,low,2,0.35,167,0
30026366,technical,0,0.68,5,low,2,0.88,224,0
30026367,technical,0,0.69,3,low,3,0.66,182,0
30026368,technical,0,0.55,4,low,2,0.21,189,0
30026369,technical,0,0.64,3,medium,2,0.78,169,0
30026370,technical,0,0.96,4,medium,5,0.21,287,0
30026371,technical,0,0.94,3,medium,2,0.64,150,0
30026372,technical,0,0.95,4,medium,2,0.68,146,0
30026373,technical,0,0.87,4,medium,4,0.99,162,0
30026374,technical,0,0.55,4,medium,5,0.85,158,0
30026375,technical,0,0.51,3,medium,2,0.86,185,0
30026376,technical,0,0.98,3,medium,3,0.89,214,0
30026377,support,0,0.85,4,medium,3,0.49,200,0
30026378,support,0,0.97,4,medium,2,0.76,219,0
30026379,support,0,0.87,3,medium,3,0.79,218,0
30026380,support,0,0.64,4,medium,2,0.89,237,0
30026381,support,0,0.51,3,medium,3,0.34,105,0
30026382,support,0,0.92,3,medium,3,0.81,251,0
30026383,support,0,0.7,3,medium,2,0.96,227,0
30026384,support,0,0.87,3,medium,2,0.7,158,0
30026385,support,0,0.61,4,medium,2,0.92,252,0
30026386,support,0,0.76,4,medium,3,0.5,198,0
30026387,support,0,0.72,2,medium,3,0.75,192,0
30026388,technical,0,0.38,2,medium,4,0.42,139,0
30026389,technical,0,0.4,6,medium,3,0.29,205,0
30026390,technical,0,0.48,3,medium,3,0.91,224,0
30026391,management,0,0.97,4,medium,4,0.55,267,0
30026392,IT,0,0.81,4,medium,3,0.57,200,0
30026393,IT,0,0.48,3,medium,6,0.27,97,0
30026394,IT,0,0.43,6,high,3,0.7,253,0
30026395,IT,0,0.68,4,high,2,0.63,191,0
30026396,IT,0,0.63,5,high,2,0.97,199,0
30026397,product_mng,0,0.52,3,high,4,0.28,127,0
30026398,product_mng,0,0.6,3,high,2,0.7,187,0
30026399,product_mng,0,0.51,4,high,3,0.83,215,0
30026400,product_mng,0,0.76,4,high,6,0.22,176,0
30026401,IT,0,0.47,3,high,2,0.55,194,0
30026402,RandD,0,0.77,3,high,3,0.33,216,0
30026403,RandD,0,0.78,4,high,3,0.5,185,0
30026404,RandD,0,0.88,5,high,3,0.93,140,0
30026405,RandD,0,0.66,3,high,4,0.77,260,0
30026406,RandD,0,0.97,5,low,4,0.93,137,0
30026407,RandD,0,1,4,low,2,0.72,151,0
30026408,marketing,0,0.53,3,low,2,0.78,152,0
30026409,sales,0,0.75,4,low,2,0.55,166,0
30026410,accounting,0,0.86,3,low,2,0.39,261,0
30026411,support,0,0.78,3,low,3,0.67,235,0
30026412,technical,0,0.89,3,low,2,0.61,201,0
30026413,management,0,0.69,6,low,5,0.6,250,0
30026414,marketing,0,0.64,4,low,2,0.48,146,0
30026415,marketing,0,0.84,4,low,3,0.75,195,0
30026416,marketing,0,0.58,4,low,3,0.87,259,0
30026417,sales,0,0.54,4,low,4,0.51,166,0
30026418,sales,0,0.9,4,low,4,0.63,188,0
30026419,sales,0,0.57,3,low,2,0.6,203,0
30026420,sales,0,0.99,3,low,3,0.7,167,0
30026421,sales,0,0.99,2,medium,3,0.5,258,0
30026422,sales,0,0.51,2,medium,3,0.59,126,0
30026423,sales,0,0.39,6,medium,4,0.52,246,0
30026424,sales,0,0.49,3,medium,3,0.55,205,0
30026425,sales,0,0.62,5,medium,3,0.81,201,0
30026426,sales,0,0.98,4,medium,3,0.94,197,0
30026427,sales,0,0.61,3,medium,3,0.98,272,0
30026428,sales,0,0.84,4,medium,2,0.83,206,0
30026429,sales,0,0.62,3,medium,3,0.93,184,0
30026430,sales,0,0.54,3,medium,2,0.99,199,0
30026431,sales,0,0.57,4,medium,3,0.55,220,0
30026432,sales,0,0.83,3,medium,3,0.96,233,0
30026433,sales,0,0.77,3,high,3,0.28,221,0
30026434,sales,0,0.6,6,high,5,0.97,168,0
30026435,sales,0,0.78,3,high,3,0.8,251,0
30026436,accounting,0,0.55,2,high,3,0.75,188,0
30026437,accounting,0,0.88,3,high,3,0.89,203,0
30026438,accounting,0,0.76,5,high,2,0.6,168,0
30026439,hr,0,0.98,3,high,2,0.73,227,0
30026440,hr,0,0.75,4,high,2,0.88,159,0
30026441,hr,0,0.7,3,low,3,0.5,159,0
30026442,hr,0,0.78,5,low,5,0.53,275,0
30026443,technical,0,0.43,6,low,2,0.95,283,0
30026444,technical,0,0.53,5,low,3,0.94,169,0
30026445,technical,0,0.8,3,low,4,0.49,227,0
30026446,technical,0,0.57,3,low,4,0.59,147,0
30026447,technical,0,0.91,3,low,2,0.51,227,0
30026448,technical,0,0.66,4,low,3,0.66,166,0
30026449,technical,0,0.94,4,medium,6,0.76,168,0
30026450,technical,0,0.59,3,medium,6,0.12,229,0
30026451,technical,0,0.65,3,medium,3,0.84,134,0
30026452,technical,0,0.81,3,medium,3,0.94,196,0
30026453,technical,0,0.84,4,medium,3,0.63,181,0
30026454,support,0,0.99,4,medium,3,0.79,177,0
30026455,support,0,0.68,3,medium,2,0.85,272,0
30026456,support,0,0.52,3,medium,3,0.74,213,0
30026457,support,0,0.75,6,medium,3,0.23,220,0
30026458,support,0,0.51,4,medium,2,0.62,274,0
30026459,support,0,0.56,6,medium,6,0.36,242,0
30026460,support,0,0.83,4,medium,3,0.7,182,0
30026461,support,0,0.75,5,medium,4,0.57,172,0
30026462,support,0,0.99,3,medium,3,0.83,226,0
30026463,support,0,0.96,3,medium,2,0.71,132,0
30026464,support,0,0.72,6,medium,3,0.23,121,0
30026465,technical,0,0.69,4,medium,2,0.59,207,0
30026466,technical,0,0.61,2,medium,3,0.69,141,0
30026467,technical,0,0.81,5,medium,3,0.63,189,0
30026468,management,0,0.59,6,medium,4,0.9,269,0
30026469,IT,0,0.57,4,medium,4,0.31,200,0
30026470,IT,0,0.62,3,medium,2,0.92,199,0
30026471,IT,0,0.87,4,medium,3,0.96,213,0
30026472,IT,0,0.51,6,high,4,0.66,105,0
30026473,IT,0,0.97,4,low,2,0.48,141,0
30026474,product_mng,0,0.55,3,medium,3,0.15,255,0
30026475,product_mng,0,0.79,3,medium,4,0.59,217,0
30026476,product_mng,0,0.85,6,medium,5,0.66,165,0
30026477,product_mng,0,0.92,5,medium,2,0.69,220,0
30026478,IT,0,0.79,4,medium,4,0.65,241,0
30026479,RandD,0,0.94,5,medium,3,0.58,274,0
30026480,RandD,0,0.57,4,medium,4,0.72,224,0
30026481,RandD,0,0.99,5,medium,5,0.65,240,0
30026482,RandD,0,0.77,5,medium,3,0.63,210,0
30026483,RandD,0,0.87,3,medium,2,0.55,215,0
30026484,marketing,0,0.56,4,low,2,0.74,254,0
30026485,sales,0,0.84,4,low,4,0.58,150,0
30026486,accounting,0,0.72,4,low,3,0.71,177,0
30026487,support,0,0.37,5,low,4,0.83,101,0
30026488,technical,0,0.52,3,low,2,0.63,183,0
30026489,management,0,0.61,3,low,3,0.56,224,0
30026490,marketing,0,0.55,3,low,3,0.88,263,0
30026491,marketing,0,0.55,3,high,2,0.82,207,0
30026492,marketing,0,0.72,3,low,3,0.69,243,0
30026493,sales,0,0.54,3,high,4,0.57,157,0
30026494,sales,0,0.69,3,high,3,0.75,242,0
30026495,sales,0,0.98,4,low,2,0.6,265,0
30026496,sales,0,0.92,3,low,4,0.96,196,0
30026497,sales,0,0.67,4,high,2,0.75,135,0
30026498,sales,0,0.61,6,low,3,1,270,0
30026499,sales,0,0.97,4,medium,2,0.92,201,0
30026500,sales,0,0.93,5,high,4,0.84,225,0
30026501,sales,0,0.77,4,medium,3,0.82,205,0
30026502,sales,0,0.42,3,medium,3,0.74,131,0
30026503,sales,0,0.39,2,medium,4,0.21,118,0
30026504,sales,0,0.64,5,medium,3,0.62,187,0
30026505,sales,0,0.48,3,high,2,0.54,275,0
30026506,sales,0,0.97,5,medium,4,0.55,125,0
30026507,sales,0,0.55,4,medium,3,0.84,270,0
30026508,sales,0,0.56,2,medium,2,0.61,123,0
30026509,sales,0,0.53,3,high,3,0.64,281,0
30026510,sales,0,0.51,3,medium,2,0.92,223,0
30026511,sales,0,0.87,3,high,2,0.86,268,0
30026512,accounting,0,0.74,4,low,3,0.6,174,0
30026513,accounting,0,0.92,3,medium,3,0.86,162,0
30026514,accounting,0,0.51,3,medium,3,0.55,192,0
30026515,hr,0,0.58,4,medium,3,0.54,178,0
30026516,hr,0,0.9,3,medium,2,0.49,250,0
30026517,hr,0,0.72,3,low,4,0.98,262,0
30026518,hr,0,0.55,5,low,3,0.55,194,0
30026519,technical,0,0.5,3,low,3,0.64,146,0
30026520,technical,0,0.53,4,low,2,0.54,245,0
30026521,technical,0,0.45,3,low,2,0.58,131,0
30026522,technical,0,0.37,3,low,4,0.57,108,0
30026523,technical,0,0.64,5,low,3,0.65,206,0
30026524,technical,0,0.4,3,low,4,0.6,146,0
30026525,technical,0,0.45,2,low,2,0.59,171,0
30026526,technical,0,0.5,4,low,2,0.77,173,0
30026527,technical,0,0.49,5,high,3,0.55,240,0
30026528,technical,0,0.6,4,low,2,0.5,199,0
